0	9.37E+00	1.20E-05	0
0.1	8.88E+00	1.13E-05	0
0.2	8.57E+00	1.09E-05	0
0.3	8.38E+00	1.07E-05	0
0.4	8.26E+00	1.06E-05	0
0.5	8.10E+00	1.05E-05	0
0.6	8.01E+00	1.04E-05	0
0.7	7.95E+00	1.04E-05	0
0.8	7.91E+00	1.03E-05	0
0	1.10E+01	1.05E-05	1
0.1	1.08E+01	1.03E-05	1
0.2	1.04E+01	1.01E-05	1
0.3	1.03E+01	9.85E-06	1
0.4	9.88E+00	9.69E-06	1
0.5	9.24E+00	9.34E-06	1
0.6	8.76E+00	9.15E-06	1
0.7	8.27E+00	8.98E-06	1
0.8	7.73E+00	8.86E-06	1
0	1.20E+01	1.10E-05	2
0.1	1.14E+01	1.00E-05	2
0.2	1.10E+01	9.68E-06	2
0.3	1.04E+01	9.41E-06	2
0.4	1.01E+01	9.23E-06	2
0.5	9.83E+00	9.08E-06	2
0.6	9.41E+00	8.92E-06	2
0.7	8.71E+00	8.76E-06	2
0.8	7.98E+00	8.66E-06	2
0	1.235E+01	1.03E-05	3
0.1	1.18E+01	1.01E-05	3
0.2	1.15E+01	9.87E-06	3
0.3	1.07E+01	9.30E-06	3
0.4	1.04E+01	9.18E-06	3
0.5	9.99E+00	9.07E-06	3
0.6	9.52E+00	8.96E-06	3
0.7	9.00E+00	8.85E-06	3
0.8	8.29E+00	8.75E-06	3
0	1.226E+01	1.05E-05	4
0.1	1.18E+01	1.008E-05	4
0.2	1.12E+01	9.54E-06	4
0.3	1.11E+01	9.40E-06	4
0.4	1.08E+01	9.24E-06	4
0.5	1.03E+01	9.14E-06	4
0.6	9.76E+00	9.01E-06	4
0.7	8.60E+00	8.82E-06	4
0.8	7.73E+00	8.70E-06	4
0	1.231E+01	1.06E-05	5
0.1	1.199E+01	1.04E-05	5
0.2	1.14E+01	9.76E-06	5
0.3	1.11E+01	9.59E-06	5
0.4	1.08E+01	9.45E-06	5
0.5	9.55E+00	9.01E-06	5
0.6	9.22E+00	8.89E-06	5
0.7	8.89E+00	8.78E-06	5
0.8	8.38E+00	8.67E-06	5
0	1.227E+01	1.07E-05	6
0.1	1.22E+01	1.02E-05	6
0.2	1.18E+01	9.84E-06	6
0.3	1.15E+01	9.63E-06	6
0.4	1.12E+01	9.46E-06	6
0.5	1.09E+01	9.28E-06	6
0.6	1.04E+01	9.14E-06	6
0.7	9.58E+00	9.06E-06	6
0.8	8.52E+00	8.99E-06	6
0	1.23E+01	1.05E-05	7
0.1	1.183E+01	1.01E-05	7
0.2	1.175E+01	9.88E-06	7
0.3	1.11E+01	9.31E-06	7
0.4	1.08E+01	9.19E-06	7
0.5	1.04E+01	9.09E-06	7
0.6	1.01E+01	8.98E-06	7
0.7	9.67E+00	8.89E-06	7
0.8	8.73E+00	8.82E-06	7   
0	1.17E+01	1.12E-05	8
0.1	1.14E+01	1.03E-05	8
0.2	1.09E+01	9.95E-06	8
0.3	1.07E+01	9.75E-06	8
0.4	1.04E+01	9.56E-06	8
0.5	9.99E+00	9.39E-06	8
0.6	9.11E+00	9.11E-06	8
0.7	8.52E+00	8.96E-06	8
0.8	7.84E+00	8.85E-06	8
0	1.23E+01	1.12E-05	9
0.1	1.20E+01	1.04E-05	9
0.2	1.17E+01	9.92E-06	9
0.3	1.12E+01	9.61E-06	9
0.4	1.08E+01	9.39E-06	9
0.5	1.06E+01	9.25E-06	9
0.6	1.02E+01	9.13E-06	9
0.7	9.83E+00	9.02E-06	9
0.8	9.17E+00	8.92E-06	9
0	1.18E+01	1.10E-05	10
0.1	1.16E+01	1.01E-05	10
0.2	1.13E+01	9.83E-06	10
0.3	1.10E+01	9.48E-06	10
0.4	1.06E+01	9.25E-06	10
0.5	1.02E+01	9.04E-06	10
0.6	9.86E+00	8.92E-06	10
0.7	9.38E+00	8.81E-06	10
0.8	8.78E+00	8.70E-06	10
