0.8	8.68E+00	8.75E-06	90
0.9	6.26E+00	8.93E-06	90
1	3.17E+00	7.72E-06	90
0	1.28E+01	1.51E-05	100
0.1	1.23E+01	1.47E-05	100
0.2	1.32E+01	1.12E-05	100
0.3	1.28E+01	1.16E-05	100
0.4	1.26E+01	1.13E-05	100
0.5	1.03E+01	1.08E-05	100
0.6	1.08E+01	9.97E-06	100
0.7	9.48E+00	9.41E-06	100
0.8	8.15E+00	9.03E-06	100
0.9	7.05E+00	8.34E-06	100
1	3.17E+00	7.72E-06	100
0	1.08E+01	2.20E-05	110
0.1	1.17E+01	1.65E-05	110
0.2	1.35E+01	1.18E-05	110
0.3	1.23E+01	1.13E-05	110
0.4	1.24E+01	1.09E-05	110
0.5	9.96E+00	1.15E-05	110
0.6	1.05E+01	9.63E-06	110
0.7	9.41E+00	9.43E-06	110
0.8	7.20E+00	9.16E-06	110
0.9	6.29E+00	8.82E-06	110
1	3.17E+00	7.72E-06	110
0	1.25E+01	1.52E-05	120
0.1	1.26E+01	1.25E-05	120
0.2	1.26E+01	1.25E-05	120
0.3	1.22E+01	1.12E-05	120
0.4	1.24E+01	1.14E-05	120
0.5	1.01E+01	1.14E-05	120
0.6	1.07E+01	9.83E-06	120
0.7	1.05E+01	9.33E-06	120
0.8	8.25E+00	9.13E-06	120
0.9	6.47E+00	8.25E-06	120
1	3.17E+00	7.72E-06	120
0	1.30E+01	1.60E-05	130
0.1	1.33E+01	1.29E-05	130
0.2	1.32E+01	1.19E-05	130
0.3	1.27E+01	1.14E-05	130
0.4	1.11E+01	1.10E-05	130
0.5	9.27E+00	1.10E-05	130
0.6	1.08E+01	1.00E-05	130
0.7	1.02E+01	9.27E-06	130
0.8	8.91E+00	8.74E-06	130
0.9	7.43E+00	8.27E-06	130
1	3.17E+00	7.72E-06	130
0	1.17E+01	2.01E-05	140
0.1	1.16E+01	1.34E-05	140
0.2	1.22E+01	1.28E-05	140
0.3	1.29E+01	1.13E-05	140
0.4	1.11E+01	1.14E-05	140
0.5	8.66E+00	1.10E-05	140
0.6	1.04E+01	9.95E-06	140
0.7	9.33E+00	9.61E-06	140
0.8	8.36E+00	9.19E-06	140
0.9	6.81E+00	8.23E-06	140
1	3.17E+00	7.72E-06	140
0	1.17E+01	2.00E-05	150
0.1	1.22E+01	1.34E-05	150
0.2	1.28E+01	1.15E-05	150
0.3	1.20E+01	1.18E-05	150
0.4	1.25E+01	1.13E-05	150
0.5	9.15E+00	1.07E-05	150
0.6	1.05E+01	9.94E-06	150
0.7	1.01E+01	9.77E-06	150
0.8	8.40E+00	8.75E-06	150
0.9	7.02E+00	8.29E-06	150
1	3.17E+00	7.72E-06	150
0	1.19E+01	1.91E-05	160
0.1	1.28E+01	1.33E-05	160
0.2	1.31E+01	1.18E-05	160
0.3	1.23E+01	1.10E-05	160
0.4	1.29E+01	1.04E-05	160
0.5	8.83E+00	1.11E-05	160
0.6	1.01E+01	1.00E-05	160
0.7	9.89E+00	9.25E-06	160
0.8	8.15E+00	9.15E-06	160
0.9	6.55E+00	8.23E-06	160
1	3.17E+00	7.72E-06	160
0	1.24E+01	1.69E-05	170
0.1	1.27E+01	1.54E-05	170
0.2	1.32E+01	1.19E-05	170
0.3	1.21E+01	1.17E-05	170
0.4	1.30E+01	1.07E-05	170
0.5	9.03E+00	1.09E-05	170
0.6	1.06E+01	9.72E-06	170
0.7	1.04E+01	9.06E-06	170
0.8	8.43E+00	8.72E-06	170
0.9	7.01E+00	8.28E-06	170
1	3.17E+00	7.72E-06	170
0	1.23E+01	1.70E-05	180
0.1	1.31E+01	1.29E-05	180
0.2	1.32E+01	1.15E-05	180
0.3	1.30E+01	1.13E-05	180
0.4	1.26E+01	1.10E-05	180
0.5	8.51E+00	1.10E-05	180
0.6	1.09E+01	9.85E-06	180
0.7	9.71E+00	9.31E-06	180
0.8	8.39E+00	9.19E-06	180
0.9	7.01E+00	8.34E-06	180
1	3.17E+00	7.72E-06	180
0	1.23E+01	1.70E-05	190
0.1	1.19E+01	1.45E-05	190
0.2	1.31E+01	1.17E-05	190
0.3	1.30E+01	1.12E-05	190
0.4	1.11E+01	1.07E-05	190
0.5	8.64E+00	1.10E-05	190
0.6	1.05E+01	9.97E-06	190
0.7	8.71E+00	9.52E-06	190
0.8	8.70E+00	9.23E-06	190
0.9	6.98E+00	8.34E-06	190
1	3.17E+00	7.72E-06	190
0	1.20E+01	1.48E-05	200
0.1	1.32E+01	1.36E-05	200
0.2	1.31E+01	1.19E-05	200
0.3	1.30E+01	1.10E-05	200
0.4	1.20E+01	1.02E-05	200
0.5	1.20E+01	9.76E-06	200
0.6	1.09E+01	9.95E-06	200
0.7	9.75E+00	9.41E-06	200
0.8	8.24E+00	9.20E-06	200
0.9	6.17E+00	8.34E-06	200
1	3.17E+00	7.72E-06	200
